rank,fit,StoreCode,net_sales,gross_sales,return_amount,discount_amount,net_qty,n_rows,gross_h1,gross_h2,growth_index,growth_ratio_h2_h1,return_rate_amount,discount_intensity,net_share_pct,potential_score,pctile_growth_index,pctile_return_rate_amount,pctile_discount_intensity,pctile_net_share_pct,score_excl_discount
1020,Wide Leg,1826,2744.4821,9038.5221,-6294.04,456.3636,3,15,2384.0321,6654.49,0.4725,2.7913,0.6964,0.0481,0.0154,33.1,61.2,4.6,32.9,6.1,33.2
1021,Baggy,1694,4693.86,8999.93,-4306.07,-693.8727,3,16,2181.8,6818.13,0.5152,3.125,0.4785,0.1538,0.0263,33.1,65.4,16.7,3.4,13.9,40.5
1022,Wide Leg,1574,6421.166,10525.676,-4104.51,-20.9091,6,14,4090.87,6434.806,0.2227,1.573,0.39,0.0541,0.036,33.1,40.7,28.5,27.9,27.6,34.4
1023,Wide Leg,1603,3555.71,9834.47,-6278.76,-13.6364,2,16,4181.78,5652.69,0.1496,1.3517,0.6384,0.0107,0.0199,33.1,34.0,6.4,83.0,8.7,20.6
1024,Mom,1883,7263.55,10327.15,-3063.6,354.5455,8,16,4663.57,5663.58,0.0968,1.2144,0.2967,0.0689,0.0407,33.1,31.3,47.7,18.2,33.5,36.8
1025,Flare,1676,2047.2052,6774.4252,-4727.22,690.9091,3,13,1399.98,5374.4452,0.5867,3.8389,0.6978,0.0925,0.0115,33.0,72.6,4.5,11.0,4.2,38.5
1026,Mom,1880,5255.3759,9346.2259,-4090.85,363.1,6,15,3709.9159,5636.31,0.2061,1.5193,0.4377,0.0374,0.0295,33.0,38.8,21.0,47.4,18.5,29.4
1027,Super Skinny,1930,5005.97,7549.58,-2543.61,-245.4546,5,11,4243.58,3306.0,-0.1242,0.7791,0.3369,0.0226,0.0281,33.0,17.4,39.9,67.6,16.6,24.3
1028,Super Skinny,1628,9544.6595,19829.3895,-10284.73,70.3,11,33,11912.5397,7916.8498,-0.2015,0.6646,0.5187,0.012,0.0535,33.0,13.7,14.0,81.3,51.5,20.9
1029,Mom,1889,2782.4091,7771.4391,-4989.03,-374.5455,3,15,2580.1391,5191.3,0.336,2.012,0.642,0.0339,0.0156,33.0,50.2,6.3,51.9,6.5,28.3
1030,Mom,1588,5199.44,8363.54,-3164.1,0.0,5,13,5545.39,2818.15,-0.3261,0.5082,0.3783,0.0,0.0292,32.9,9.6,30.8,93.3,17.8,17.8
1031,Super Skinny,1850,6259.507,9781.347,-3521.84,132.8273,7,15,6417.737,3363.61,-0.3122,0.5241,0.3601,0.0134,0.0351,32.8,10.3,34.9,79.9,26.2,21.0
1032,Mom,1544,5293.7813,7775.5713,-2481.79,927.2727,7,13,2821.0813,4954.49,0.2744,1.7562,0.3192,0.1311,0.0297,32.8,45.3,43.5,5.1,18.8,39.8
1033,Skinny,1789,2242.44,5485.9,-3243.46,1484.8,3,11,1090.9,4395.0,0.6023,4.0288,0.5912,0.3143,0.0126,32.7,74.3,8.8,0.3,4.7,40.8
1034,Skinny,1628,2872.71,6727.22,-3854.51,-327.2727,2,10,3272.7,3454.52,0.027,1.0556,0.573,0.0,0.0161,32.7,26.5,9.8,93.3,6.8,17.6
1035,Mom,1806,17669.4468,35022.8368,-17353.39,1091.0455,19,61,17765.4826,17257.3542,-0.0145,0.9714,0.4955,0.0506,0.0991,32.2,23.9,15.1,30.7,84.5,32.5
1036,Mom,1751,7327.2,12004.41,-4677.21,968.1727,9,21,4313.58,7690.83,0.2813,1.7829,0.3896,0.1078,0.0411,32.2,45.9,28.6,8.1,33.9,38.2
1037,Super Skinny,1646,5929.18,11123.71,-5194.53,-63.6364,5,19,5090.84,6032.87,0.0847,1.185,0.467,0.0286,0.0333,32.1,30.2,18.0,59.7,23.5,25.1
1038,Mom,1930,8811.7623,11866.2623,-3054.5,695.4546,10,18,7025.4014,4840.8609,-0.1841,0.6891,0.2574,0.0554,0.0494,32.0,14.7,56.1,26.4,45.6,33.4
1039,Mom,1873,11043.2864,23815.0164,-12771.73,742.1,13,43,9845.0864,13969.93,0.1732,1.419,0.5363,0.0564,0.0619,31.9,36.4,12.3,25.4,61.3,33.5
1040,Slim Straight,1673,8783.4,16292.41,-7509.01,0.0,9,25,13019.71,3272.7,-0.5983,0.2514,0.4609,0.0,0.0493,31.9,4.5,18.4,93.3,45.4,16.5
1041,Mom,1768,5192.4286,5938.8286,-746.4,2883.2455,9,13,3246.0486,2692.78,-0.0932,0.8296,0.1257,0.3647,0.0291,31.9,19.3,86.2,0.0,17.8,39.9
1042,Mom,1637,7360.4651,20806.9151,-13446.45,197.7727,8,39,10649.6482,10157.2669,-0.0237,0.9538,0.6462,0.0141,0.0413,31.9,23.6,6.0,79.4,34.2,20.1
1043,Mom,1534,4993.62,8629.94,-3636.32,425.4546,6,14,3328.18,5301.76,0.2287,1.593,0.4214,0.047,0.028,31.8,41.5,24.0,34.0,16.3,31.3
1044,Mom,1760,5502.2642,12996.7742,-7494.51,-269.9091,5,25,5400.05,7596.7242,0.169,1.4068,0.5766,0.0286,0.0309,31.8,36.2,9.6,59.6,20.2,24.9
1045,Wide Leg,1820,6212.9295,9576.5395,-3363.61,603.1455,6,12,4028.64,5547.8995,0.1586,1.3771,0.3512,0.0592,0.0348,31.7,35.3,36.2,23.4,25.8,33.8
1046,Wide Leg,1843,1403.13,6495.4,-5092.27,-125.8727,1,11,2999.97,3495.43,0.0763,1.1652,0.784,0.0,0.0079,31.7,29.7,3.2,93.3,2.8,16.4
1047,Mom,1527,17879.6707,34091.7407,-16212.07,2043.2637,20,62,15844.4406,18247.3001,0.0705,1.1517,0.4755,0.0762,0.1003,31.7,29.0,16.9,15.4,85.3,35.8
1048,Flare,1817,3468.2538,7961.0238,-4492.77,183.7273,3,13,2742.8938,5218.13,0.3109,1.9024,0.5643,0.0395,0.0195,31.7,47.7,10.1,44.4,8.1,28.5
1049,Super Skinny,1654,777.823,5077.773,-4299.95,-68.1818,0,10,1636.34,3441.433,0.3555,2.1031,0.8468,0.0337,0.0044,31.7,51.2,2.2,52.4,1.4,26.6
1050,Slim Straight,1879,8668.09,13004.4,-4336.31,-50.0,9,19,11913.5,1090.9,-0.8322,0.0916,0.3334,0.0189,0.0486,31.7,0.9,40.6,72.6,44.4,21.5
1051,Super Skinny,1931,5699.0641,8582.6741,-2883.61,-19.8091,7,13,4288.58,4294.0941,0.0006,1.0013,0.336,0.0413,0.032,31.6,24.8,40.2,41.8,21.9,29.1
1052,Mom,1653,5331.7598,7877.1798,-2545.42,245.4546,6,12,4454.49,3422.6898,-0.131,0.7684,0.3231,0.0302,0.0299,31.6,17.0,42.3,57.1,18.9,25.3
1053,Mom,1915,11715.5827,20788.6927,-9073.11,938.3273,13,35,11035.4109,9753.2818,-0.0617,0.8838,0.4364,0.0432,0.0657,31.5,21.4,21.2,39.4,65.0,29.5
1054,Mom,1546,6695.1651,8513.3251,-1818.16,663.6364,8,12,4877.0051,3636.32,-0.1457,0.7456,0.2136,0.0723,0.0375,31.4,16.3,68.3,16.7,29.7,35.1
1055,Super Skinny,1896,5401.5447,10128.7647,-4727.22,401.8182,6,16,4175.5727,5953.192,0.1755,1.4257,0.4667,0.0382,0.0303,31.3,36.7,18.1,45.9,19.4,27.6
1056,Super Skinny,1817,6378.4217,8832.9317,-2454.51,475.4909,7,13,4727.21,4105.7217,-0.0704,0.8685,0.2779,0.0511,0.0358,31.3,20.7,51.4,30.3,27.2,31.5
1057,Mom,1561,5697.6525,12649.8825,-6952.23,390.9091,6,24,5374.2,7275.6825,0.1503,1.3538,0.5496,0.03,0.032,31.2,34.3,11.0,57.3,21.7,24.7
1058,Wide Leg,1669,5950.79,10162.44,-4211.65,1440.0455,8,16,3286.23,6876.21,0.3533,2.0924,0.4144,0.1354,0.0334,31.2,51.1,25.0,4.7,23.7,37.8
1059,Mom,1823,10817.7727,17518.6927,-6700.92,270.3818,12,30,10052.7827,7465.91,-0.1477,0.7427,0.3825,0.0416,0.0607,31.2,16.2,30.3,41.3,59.5,28.7
1060,Mom,1677,17293.8186,29716.3686,-12422.55,1598.0636,21,53,14643.1402,15073.2284,0.0145,1.0294,0.418,0.0869,0.097,31.2,25.5,24.2,12.3,83.3,35.9
1061,Mom,1863,6431.0417,11403.7017,-4972.66,243.9455,7,19,4768.7117,6634.99,0.1637,1.3914,0.4361,0.0455,0.0361,31.1,35.9,21.2,36.2,27.9,29.8
1062,Super Skinny,1844,5633.5122,10957.0722,-5323.56,-174.5454,5,19,6070.9,4886.1722,-0.1081,0.8049,0.4859,0.0108,0.0316,31.0,18.4,16.0,82.6,21.2,18.2
1063,Wide Leg,1931,3231.62,7584.3,-4352.68,-120.0,2,12,3999.96,3584.34,-0.0548,0.8961,0.5739,0.0,0.0181,31.0,21.9,9.7,93.3,7.7,15.4
1064,Super Skinny,1621,4708.8738,9981.5538,-5272.68,0.0,6,16,5635.2238,4346.33,-0.1291,0.7713,0.5282,0.0,0.0264,30.9,17.1,13.3,93.3,14.0,15.3
1065,Slim Straight,1581,4786.6925,7659.4025,-2872.71,140.2636,5,11,4526.9625,3132.44,-0.1821,0.692,0.3751,0.018,0.0268,30.9,14.8,31.7,74.2,14.5,20.0
1066,Wide Leg,1690,1836.6518,8700.2418,-6863.59,-136.3636,2,14,4173.0018,4527.24,0.0407,1.0849,0.7889,0.0,0.0103,30.9,27.5,2.9,93.3,3.6,15.3
1067,Mom,1918,6244.0943,7949.5243,-1705.43,1423.3273,10,18,4026.1943,3923.33,-0.0129,0.9745,0.2145,0.2244,0.035,30.8,24.2,68.0,1.4,26.0,38.2
1068,Super Skinny,1940,4542.1692,7178.4992,-2636.33,0.0,5,11,5905.7792,1272.72,-0.6454,0.2155,0.3673,0.0,0.0255,30.6,3.6,33.9,93.3,13.2,14.9
1069,Mom,1576,10020.6414,17246.0114,-7225.37,270.9091,12,28,10258.5702,6987.4412,-0.1897,0.6811,0.419,0.0331,0.0562,30.6,14.3,24.1,53.2,54.7,24.9
1070,Straight,1713,7656.48,11718.05,-4061.57,1387.8788,8,18,4818.11,6899.94,0.1777,1.4321,0.3466,0.1349,0.0429,30.6,36.9,37.6,4.7,36.6,37.1
1071,Mom,1549,7463.5809,15087.8909,-7624.31,467.0182,8,24,6692.22,8395.6709,0.1129,1.2545,0.5053,0.0409,0.0419,30.3,32.4,14.4,42.2,35.0,27.3
1072,Wide Leg,1838,7581.5094,12370.0394,-4788.53,625.8182,7,17,5921.4887,6448.5506,0.0426,1.089,0.3871,0.0482,0.0425,30.3,27.5,29.4,32.8,35.7,29.6
1073,Flare,1761,-1061.35,6593.12,-7654.47,61.3636,-1,15,2229.52,4363.6,0.3237,1.9572,1.161,0.033,-0.006,30.3,48.7,0.4,53.4,0.5,24.6
1074,Mom,1590,4745.03,6563.19,-1818.16,245.4546,6,10,3990.49,2572.7,-0.216,0.6447,0.277,0.0361,0.0266,30.2,13.3,51.5,49.3,14.3,25.4
1075,Mom,1556,7384.8827,18572.5027,-11187.62,214.3636,8,38,7372.6327,11199.87,0.2061,1.5191,0.6024,0.0449,0.0414,30.2,38.8,8.3,37.1,34.4,28.4
1076,Super Skinny,1618,5508.3828,8835.6128,-3327.23,0.0,6,14,7744.7128,1090.9,-0.7531,0.1409,0.3766,0.0,0.0309,30.1,1.7,31.1,93.3,20.3,14.4
1077,Mom,1884,4863.59,10563.51,-5699.92,736.3636,5,21,3118.14,7445.37,0.4096,2.3878,0.5396,0.085,0.0273,30.0,55.1,12.0,13.1,15.6,34.2
1078,Slim Straight,1925,4738.5,7520.29,-2781.79,0.0,5,11,6429.39,1090.9,-0.7099,0.1697,0.3699,0.0,0.0266,30.0,2.4,33.1,93.3,14.2,14.2
1079,Mom,1654,5562.7009,7471.7709,-1909.07,490.9091,7,11,4008.3009,3463.47,-0.0729,0.8641,0.2555,0.0617,0.0312,29.9,20.4,56.9,22.0,20.7,31.9
1080,Super Skinny,1823,575.4432,6544.5332,-5969.09,-251.7091,0,14,2207.5004,4337.0327,0.3254,1.9647,0.9121,0.0361,0.0032,29.9,49.0,1.2,49.0,1.1,25.1
1081,Mom,1523,3131.2677,6676.6777,-3545.41,150.0,4,12,3069.8077,3606.87,0.0804,1.1749,0.531,0.022,0.0176,29.9,29.8,12.9,68.5,7.2,20.3
1082,Mom,1739,4789.52,5616.44,-826.92,2028.5727,9,11,3175.71,2440.73,-0.1309,0.7686,0.1472,0.2816,0.0269,29.8,17.0,82.6,0.6,14.6,37.0
1083,Mom,1826,9064.53,15170.71,-6106.18,2667.1728,11,31,6058.34,9112.37,0.2013,1.5041,0.4025,0.1928,0.0508,29.8,38.7,26.9,2.2,47.4,36.6
1084,Super Skinny,1856,4725.2215,10658.5015,-5933.28,174.5454,5,17,4934.48,5724.0215,0.0741,1.16,0.5567,0.0238,0.0265,29.7,29.2,10.3,66.5,14.1,20.5
1085,Slim Straight,1687,9325.8767,16398.4267,-7072.55,-191.0091,9,25,13125.7267,3272.7,-0.6009,0.2493,0.4313,0.018,0.0523,29.6,4.4,21.8,74.4,50.0,18.4
1086,Baggy,1873,2269.53,6133.13,-3863.6,-409.0909,2,10,3272.7,2860.43,-0.0672,0.874,0.63,0.0,0.0127,29.5,20.9,7.1,93.3,4.7,13.6
1087,Mom,1570,4274.3383,15224.8683,-10950.53,-242.4182,4,31,5566.64,9658.2283,0.2687,1.735,0.7193,0.0398,0.024,29.4,44.7,3.9,43.7,12.2,25.9
1088,Slim Straight,1679,9937.5904,15129.4304,-5191.84,-13.8182,10,22,9902.2004,5227.23,-0.309,0.5279,0.3432,0.0444,0.0557,29.4,10.4,38.1,37.7,54.3,27.3
1089,Slim Straight,1520,5673.3796,7228.9196,-1555.54,300.0,6,10,6528.9296,699.99,-0.8063,0.1072,0.2152,0.0398,0.0318,29.4,1.3,67.7,43.6,21.5,25.8
1090,Wide Leg,1514,8140.16,12670.43,-4530.27,1321.2091,9,17,5672.67,6997.76,0.1046,1.2336,0.3575,0.107,0.0457,29.4,32.0,35.3,8.5,40.8,34.7
1091,Mom,1898,4947.6962,7247.6662,-2299.97,545.4546,6,12,3065.8962,4181.77,0.154,1.364,0.3173,0.0984,0.0277,29.3,34.9,44.0,9.9,16.1,34.2
1092,Super Skinny,1542,5554.051,9008.551,-3454.5,120.0,7,15,6684.931,2323.62,-0.4841,0.3476,0.3835,0.0131,0.0311,29.3,6.6,30.1,80.2,20.6,16.6
1093,Mom,1927,3521.32,8975.8,-5454.48,0.0,4,16,4975.84,3999.96,-0.1087,0.8039,0.6077,0.0,0.0197,29.2,18.3,7.9,93.3,8.5,13.2
1094,Flare,1789,4818.074,9599.534,-4781.46,395.9636,5,19,2820.8685,6778.6656,0.4123,2.403,0.4981,0.1306,0.027,29.1,55.3,14.8,5.2,14.8,35.0
1095,Wide Leg,1751,2078.7,6523.21,-4444.51,68.7545,1,13,1841.43,4681.78,0.4354,2.5425,0.6813,0.0657,0.0117,29.0,57.5,5.2,20.0,4.3,31.2
1096,Mom,1836,6073.711,9619.121,-3545.41,644.2727,7,15,4340.361,5278.76,0.0976,1.2162,0.3686,0.0628,0.0341,28.9,31.4,33.5,21.4,24.6,30.8
1097,Mom,1844,14031.5686,25839.8886,-11808.32,1186.7818,17,45,13394.3346,12445.554,-0.0367,0.9292,0.457,0.0662,0.0787,28.9,22.7,18.9,19.7,74.7,31.3
1098,Mom,1804,5586.6646,10300.4746,-4713.81,470.4364,6,18,3748.0146,6552.46,0.2723,1.7482,0.4576,0.076,0.0313,28.9,45.1,18.7,15.5,20.9,32.3
1099,Slim Straight,1803,3710.7715,6619.8315,-2909.06,0.0,4,10,4438.0315,2181.8,-0.3408,0.4916,0.4394,0.0,0.0208,28.8,9.1,20.6,93.3,9.3,12.7
1100,Super Skinny,1649,5374.49,7879.9,-2505.41,-65.4546,5,13,6607.18,1272.72,-0.677,0.1926,0.3179,0.0217,0.0301,28.8,2.8,43.9,68.8,19.3,18.7
1101,Mom,1584,3190.9329,5218.1729,-2027.24,218.1818,4,10,1791.3929,3426.78,0.3134,1.9129,0.3885,0.1237,0.0179,28.7,48.1,28.7,5.8,7.6,34.4
1102,Flare,1558,7589.73,16202.64,-8612.91,1215.3545,9,27,6272.65,9929.99,0.2257,1.5831,0.5316,0.0698,0.0426,28.6,41.0,12.7,17.9,35.8,31.2
1103,Mom,1764,8621.28,11446.15,-2824.87,799.0636,10,18,8218.92,3227.23,-0.4361,0.3927,0.2468,0.0653,0.0484,28.6,7.6,59.4,20.3,44.2,30.6
1104,Mom,1885,1338.5622,12272.3222,-10933.76,587.2727,2,28,3234.9922,9037.33,0.4728,2.7936,0.8909,0.0753,0.0075,28.4,61.2,1.6,15.7,2.7,31.6
1105,Skinny,1715,5752.2353,6479.4953,-727.26,1972.9,8,10,4864.2456,1615.2497,-0.5014,0.3321,0.1122,0.2334,0.0323,28.4,6.2,89.6,1.3,22.3,35.3
1106,Mom,1922,7675.082,24688.762,-17013.68,-595.2,8,50,12835.762,11853.0,-0.0398,0.9234,0.6891,0.0262,0.043,28.4,22.7,4.8,63.0,36.9,19.8
1107,Mom,1518,5190.85,7736.27,-2545.42,445.4546,6,12,3918.13,3818.14,-0.0129,0.9745,0.329,0.0544,0.0291,28.2,24.2,41.4,27.5,17.7,28.4
1108,Slim Straight,1843,5209.04,7609.01,-2399.97,-300.0,5,11,4727.22,2881.79,-0.2425,0.6096,0.3154,0.0379,0.0292,28.1,12.6,44.4,46.4,17.9,23.5
1109,Slim Straight,1932,3854.5,6545.38,-2690.88,0.0,4,10,5454.48,1090.9,-0.6667,0.2,0.4111,0.0,0.0216,27.8,3.2,25.6,93.3,10.2,11.5
1110,Mom,1860,6096.8865,9401.1366,-3304.25,272.7273,7,15,6764.8066,2636.33,-0.4391,0.3897,0.3515,0.0282,0.0342,27.8,7.4,36.1,60.4,24.8,19.6
1111,Baggy,1734,4468.1582,9649.9282,-5181.77,777.5455,4,14,3245.7,6404.2282,0.3273,1.9731,0.537,0.0746,0.0251,27.8,49.3,12.2,15.8,12.7,30.8
1112,Slim Straight,1714,9377.2836,13231.7636,-3854.48,292.8818,10,22,7851.9936,5379.77,-0.1868,0.6851,0.2913,0.0913,0.0526,27.8,14.5,48.8,11.3,50.4,32.0
1113,Mom,1626,824.4627,8683.9527,-7859.49,-534.0545,0,20,4047.6427,4636.31,0.0678,1.1454,0.9051,0.0152,0.0046,27.8,29.0,1.3,78.2,1.7,15.2
1114,Slim Straight,1593,3810.57,6509.02,-2698.45,-301.5182,4,10,5418.12,1090.9,-0.6648,0.2013,0.4146,0.0,0.0214,27.7,3.3,24.9,93.3,9.9,11.3
1115,Super Skinny,1833,3045.4,6527.18,-3481.78,-245.4546,4,12,4072.67,2454.51,-0.2479,0.6027,0.5334,0.0,0.0171,27.7,12.2,12.5,93.3,6.9,11.3
1116,Mom,1625,5252.368,9406.858,-4154.49,939.6,6,16,3506.15,5900.708,0.2546,1.683,0.4416,0.0908,0.0295,27.6,43.6,20.2,11.4,18.5,31.6
1117,Mom,1548,5119.1074,8919.9674,-3800.86,608.2727,6,16,3485.3503,5434.6172,0.2185,1.5593,0.4261,0.0739,0.0287,27.6,40.3,23.0,15.9,17.1,30.5
1118,Mom,1545,9857.6604,14312.6504,-4454.99,910.6122,13,25,8306.6704,6005.98,-0.1607,0.723,0.3113,0.1012,0.0553,27.5,15.8,44.8,9.4,53.7,32.0
1119,Mom,1912,9037.3961,15675.6461,-6638.25,801.9727,11,27,7448.6561,8226.99,0.0497,1.1045,0.4235,0.0721,0.0507,27.4,27.9,23.4,17.0,47.0,30.1
1120,Mom,1555,4244.5104,13547.7704,-9303.26,1413.7,5,29,3758.6918,9789.0786,0.4451,2.6044,0.6867,0.1373,0.0238,27.4,58.6,5.1,4.5,12.0,33.1
1121,Slim Straight,1545,5587.4287,8116.4887,-2529.06,-63.6364,6,12,7025.5887,1090.9,-0.7312,0.1553,0.3116,0.0283,0.0313,27.2,2.1,44.8,60.1,21.0,19.0
1122,Slim Straight,1640,5667.84,7358.73,-1690.89,459.3727,6,10,5176.93,2181.8,-0.407,0.4214,0.2298,0.0588,0.0318,27.2,8.1,64.3,23.8,21.3,28.1
1123,Mom,1910,4981.12,7890.17,-2909.05,355.1818,6,14,3281.13,4609.04,0.1683,1.4047,0.3687,0.1025,0.0279,27.1,36.1,33.5,9.2,16.2,31.6
1124,Super Skinny,1519,1810.743,5671.113,-3860.37,0.0,2,10,3247.7977,2423.3153,-0.1454,0.7461,0.6807,0.0,0.0102,27.1,16.4,5.3,93.3,3.6,10.5
1125,Skinny,1632,6395.6255,7934.6855,-1539.06,457.5364,6,12,5465.7728,2468.9127,-0.3777,0.4517,0.194,0.1195,0.0359,27.0,8.7,72.1,6.6,27.5,32.0
1126,Wide Leg,1802,3566.19,6165.22,-2599.03,112.7,4,10,2199.97,3965.25,0.2863,1.8024,0.4216,0.1246,0.02,27.0,46.3,23.9,5.6,8.9,32.3
1127,Slim Straight,1575,8407.1786,12490.4086,-4083.23,327.2727,9,19,8319.54,4170.8686,-0.3321,0.5013,0.3269,0.0498,0.0472,27.0,9.4,41.8,31.6,43.1,25.8
1128,Skinny,1864,5418.14,9690.81,-4272.67,0.0,5,15,9690.81,0.0,-1.0,0.0,0.4409,0.0,0.0304,26.9,0.5,20.4,93.3,19.6,10.3
1129,Wide Leg,1616,7067.7421,10100.4421,-3032.7,460.0,7,13,5963.5791,4136.863,-0.1809,0.6937,0.3003,0.0617,0.0396,26.8,14.8,46.9,21.9,31.8,28.0
1130,Mom,1693,7875.7884,13630.2584,-5754.47,617.2273,9,23,6253.1156,7377.1429,0.0825,1.1798,0.4222,0.0769,0.0442,26.7,30.0,23.8,15.0,38.2,29.6
1131,Slim Straight,1764,4824.12,7648.14,-2824.02,84.9182,5,11,4636.31,3011.83,-0.2124,0.6496,0.3692,0.033,0.0271,26.7,13.5,33.3,53.5,14.9,20.0
1132,Super Skinny,1926,5370.0189,9029.0689,-3659.05,106.0636,5,13,5568.78,3460.2889,-0.2335,0.6214,0.4053,0.0285,0.0301,26.5,12.7,26.3,59.7,19.2,18.2
1133,Mom,1571,6020.8895,7748.1395,-1727.25,736.3636,8,12,5175.4395,2572.7,-0.3359,0.4971,0.2229,0.0868,0.0338,26.4,9.2,66.3,12.4,24.2,29.9
1134,Mom,1660,7886.2785,14530.9485,-6644.67,355.1455,8,26,8025.0985,6505.85,-0.1046,0.8107,0.4573,0.0414,0.0442,26.3,18.8,18.8,41.4,38.4,22.5
1135,Straight,1937,7136.6946,11018.0746,-3881.38,1408.6909,8,16,5199.95,5818.1246,0.0561,1.1189,0.3523,0.1217,0.04,26.3,28.3,35.8,6.2,32.3,31.4
1136,Mom,1632,4867.8285,9195.0585,-4327.23,585.3455,6,16,3764.8544,5430.2041,0.1811,1.4423,0.4706,0.0598,0.0273,26.3,37.2,17.8,23.0,15.7,27.1
1137,Mom,1538,6608.93,13338.81,-6729.88,242.8546,7,23,7766.14,5572.67,-0.1644,0.7176,0.5045,0.0283,0.0371,26.2,15.5,14.4,60.2,29.0,17.7
1138,Super Skinny,1518,5222.81,9886.38,-4663.57,174.5454,4,16,4795.4999,5090.88,0.0299,1.0616,0.4717,0.0408,0.0293,26.2,26.6,17.5,42.5,18.1,22.2
1139,Mom,1941,7294.8396,16262.9196,-8968.08,277.2727,9,29,9262.9896,6999.93,-0.1392,0.7557,0.5514,0.0293,0.0409,26.0,16.7,10.7,58.2,33.5,18.0
1140,Slim Straight,1825,6025.2569,7534.3269,-1509.07,572.7273,7,11,6443.4269,1090.9,-0.7104,0.1693,0.2003,0.0706,0.0338,25.9,2.4,71.1,17.7,24.3,28.0
1141,Mom,1801,6165.165,8801.495,-2636.33,390.9091,8,14,6892.425,1909.07,-0.5662,0.277,0.2995,0.0425,0.0346,25.6,5.1,47.1,39.9,25.3,22.0
1142,Mom,1934,5299.93,7299.91,-1999.98,790.9091,7,11,4027.22,3272.69,-0.1034,0.8126,0.274,0.0978,0.0297,25.5,18.9,52.6,10.0,18.9,29.4
1143,Mom,1777,12378.5531,19707.0231,-7328.47,685.7273,15,33,12894.4512,6812.5718,-0.3086,0.5283,0.3719,0.0764,0.0694,25.5,10.5,32.6,15.2,67.6,28.1
1144,Super Skinny,1840,4036.32,9545.35,-5509.03,0.0,4,16,6999.91,2545.44,-0.4667,0.3636,0.5771,0.0,0.0226,25.5,7.0,9.6,93.3,10.7,8.5
1145,Mom,1638,8242.5492,12667.9492,-4425.4,1186.0818,10,22,7012.6792,5655.27,-0.1072,0.8064,0.3493,0.0856,0.0462,25.4,18.5,37.0,12.7,41.1,28.5
1146,Mom,1775,9011.5864,20082.8064,-11071.22,1024.9152,11,39,8945.3264,11137.48,0.1092,1.2451,0.5513,0.0853,0.0505,25.2,32.2,10.8,13.0,46.6,28.2
1147,Mom,1695,2158.6119,8003.9919,-5845.38,142.8546,2,16,4272.67,3731.3219,-0.0676,0.8733,0.7303,0.0175,0.0121,25.0,20.8,3.6,75.3,4.5,12.4
1148,Slim Straight,1864,4224.8043,8315.6643,-4090.86,-109.0909,4,14,7224.7643,1090.9,-0.7376,0.151,0.4919,0.0,0.0237,25.0,1.9,15.4,93.3,11.8,8.0
1149,Mom,1680,6973.1202,10054.9002,-3081.78,1381.8182,10,18,5509.5002,4545.4,-0.0959,0.825,0.3065,0.1393,0.0391,24.6,19.3,45.5,4.2,31.2,29.7
1150,Super Skinny,1867,3733.525,6606.225,-2872.7,159.0909,4,10,4273.875,2332.35,-0.2939,0.5457,0.4348,0.0235,0.0209,24.4,10.7,21.5,66.7,9.6,13.9
1151,Slim Straight,1524,3081.7918,6509.0218,-3427.23,0.0,3,11,5418.1218,1090.9,-0.6648,0.2013,0.5265,0.0,0.0173,24.4,3.2,13.5,93.3,7.1,7.2
1152,Super Skinny,1665,2316.8769,5160.4769,-2843.6,-120.0,2,10,3937.3934,1223.0835,-0.526,0.3106,0.551,0.0,0.013,24.4,5.7,10.9,93.3,5.0,7.2
1153,Mom,1935,13422.3364,22043.0064,-8620.67,3213.5,19,41,13147.8331,8895.1733,-0.1929,0.6766,0.3911,0.1551,0.0753,24.3,14.1,28.3,3.2,72.5,29.5
1154,Mom,1716,5836.3,11263.5,-5427.2,593.1818,7,21,4599.94,6663.56,0.1832,1.4486,0.4818,0.1004,0.0327,24.3,37.3,16.3,9.6,22.9,28.0
1155,Mom,1939,8392.35,16237.86,-7845.51,868.1182,9,29,8210.68,8027.18,-0.0113,0.9777,0.4832,0.0656,0.0471,24.3,24.3,16.3,20.1,42.9,25.3
1156,Mom,1858,3519.2647,7798.4047,-4279.14,460.8364,4,16,2981.7818,4816.6229,0.2353,1.6154,0.5487,0.0721,0.0197,24.2,42.1,11.0,16.9,8.4,26.1
1157,Super Skinny,1545,4759.019,6418.089,-1659.07,379.0818,6,10,4220.1273,2197.9617,-0.3151,0.5208,0.2585,0.0651,0.0267,24.2,10.1,55.8,20.4,14.4,25.2
1158,Slim Straight,1812,6297.485,11988.335,-5690.85,300.0,7,19,8824.635,3163.7,-0.4722,0.3585,0.4747,0.0244,0.0353,24.1,6.9,17.0,65.5,26.4,13.7
1159,Mom,1684,6425.7788,12916.5888,-6490.81,627.2727,8,26,5483.1988,7433.39,0.151,1.3557,0.5025,0.0868,0.036,24.1,34.6,14.5,12.5,27.8,27.0
1160,Mom,1567,2763.2493,5800.0793,-3036.83,0.0,3,11,4890.9993,909.08,-0.6865,0.1859,0.5236,0.0,0.0155,24.1,2.8,13.7,93.3,6.3,6.9
1161,Super Skinny,1653,4081.5293,6899.6793,-2818.15,184.7546,5,11,4837.0196,2062.6597,-0.4021,0.4264,0.4084,0.0261,0.0229,24.0,8.1,25.7,63.1,11.1,14.2
